Latitude,Longitude,Rainfall,MaxTemp,MinTemp
16.25,73.5,0.0,32.15246,20.392097
16.25,73.75,0.0,32.15246,20.392097
16.25,74.0,0.0,32.15246,20.392097
16.25,74.25,0.0,30.96907,18.27915
16.25,74.5,0.0,30.96907,18.27915
16.25,74.75,0.0,30.96907,18.27915
16.25,75.0,0.0,30.96907,18.27915
16.25,75.25,0.0,30.463839,17.523893
16.25,75.5,0.0,30.463839,17.523893
16.25,75.75,0.0,30.463839,17.523893
16.25,76.0,0.0,30.463839,17.523893
16.25,76.25,0.0,30.822424,17.508741
16.25,76.5,0.0,30.822424,17.508741
16.25,76.75,0.0,30.822424,17.508741
16.25,77.0,0.0,30.822424,17.508741
16.25,77.25,0.0,30.883121,17.66802
16.25,77.5,0.0,30.883121,17.66802
16.25,77.75,0.0,30.883121,17.66802
16.25,78.0,0.0,30.883121,17.66802
16.25,78.25,0.0,30.80155,18.464039
16.25,78.5,0.0,30.80155,18.464039
16.25,78.75,0.0,30.80155,18.464039
16.25,79.0,0.0,30.80155,18.464039
16.25,79.25,0.0,31.133541,20.072163
16.25,79.5,0.0,31.133541,20.072163
16.25,79.75,0.0,31.133541,20.072163
